MES;DIA;PROVINCIA;CANTÓN;ENTCONTROL;FERIADO;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS;CLASE;CAUSA
FEBRERO;SÁBADO;AZUAY;CUENCA;MCU;SI;URBANA;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
FEBRERO;SÁBADO;GUAYAS;LOMAS DE SARGENTILLO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;1;0;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;SÁBADO;IMBABURA;ANTONIO ANTE;PNE;SI;RURAL;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
FEBRERO;SÁBADO;PICHINCHA;QUITO;DMQ;SI;RURAL;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
FEBRERO;SÁBADO;GUAYAS;BALZAR;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;2;2;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
FEBRERO;SÁBADO;PICHINCHA;QUITO;DMQ;SI;URBANA;0;1;1;CHOQUES;EXCESO VELOCIDAD
FEBRERO;SÁBADO;GUAYAS;ALFREDO BAQUERIZO MORENO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
FEBRERO;SÁBADO;MANABÍ;JARAMIJO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;SÁBADO;AZUAY;CUENCA;MCU;SI;URBANA;0;0;0;ROZAMIENTOS;EMBRIAGUEZ O DROGA
FEBRERO;SÁBADO;LOJA;CATAMAYO;PNE;SI;RURAL;1;0;1;ATROPELLOS;EXCESO VELOCIDAD
FEBRERO;SÁBADO;TUNGURAHUA;AMBATO;MAM;SI;RURAL;0;1;1;ESTRELLAMIENTOS;EXCESO VELOCIDAD
FEBRERO;SÁBADO;AZUAY;CUENCA;MCU;SI;URBANA;0;2;2;CHOQUES;EMBRIAGUEZ O DROGA
FEBRERO;SÁBADO;PICHINCHA;QUITO;DMQ;SI;URBANA;0;1;1;OTROS;EMBRIAGUEZ O DROGA
FEBRERO;SÁBADO;PICHINCHA;QUITO;DMQ;SI;RURAL;0;1;1;PÉRDIDA DE PISTA;FACTORES CLIMÁTICOS
FEBRERO;SÁBADO;TUNGURAHUA;AMBATO;MAM;SI;URBANA;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
FEBRERO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
FEBRERO;SÁBADO;GUAYAS;SAN JACINTO DE YAGUACHI;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;SÁBADO;AZUAY;PUCARA;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;SÁBADO;AZUAY;CUENCA;MCU;SI;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;SÁBADO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
FEBRERO;DOMINGO;LOS RÍOS;QUEVEDO;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;SANTA ELENA;SALINAS;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;MSD;SI;RURAL;1;0;1;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
FEBRERO;DOMINGO;AZUAY;CUENCA;MCU;SI;URBANA;0;3;3;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
FEBRERO;DOMINGO;IMBABURA;IBARRA;MEP;SI;URBANA;1;0;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
FEBRERO;DOMINGO;EL ORO;MACHALA;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;TUNGURAHUA;AMBATO;PNE;SI;RURAL;1;1;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;URBANA;0;0;0;ESTRELLAMIENTOS;MAL REBASAMIENTO INVADIR CARRIL
FEBRERO;DOMINGO;GUAYAS;SIMON BOLIVAR;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;GUAYAS;EL TRIUNFO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;1;0;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
FEBRERO;DOMINGO;TUNGURAHUA;AMBATO;MAM;SI;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
FEBRERO;DOMINGO;AZUAY;CUENCA;MCU;SI;URBANA;0;0;0;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
FEBRERO;DOMINGO;MORONA SANTIAGO;MORONA;PNE;SI;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;EL ORO;MACHALA;MMC;SI;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;TUNGURAHUA;BAÑOS DE AGUA SANTA;PNE;SI;RURAL;0;9;9;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;IMBABURA;ANTONIO ANTE;PNE;SI;RURAL;3;0;3;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
FEBRERO;DOMINGO;GUAYAS;NARANJAL;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;0;2;2;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
FEBRERO;DOMINGO;LOS RÍOS;MONTALVO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;EL ORO;EL GUABO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;URBANA;1;0;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;TUNGURAHUA;AMBATO;MAM;SI;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
FEBRERO;DOMINGO;GUAYAS;SAN JACINTO DE YAGUACHI;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;AZUAY;GIRON;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;SANTA ELENA;SALINAS;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;1;1;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;COTOPAXI;LATACUNGA;PNE;SI;URBANA;0;1;1;CHOQUES;EXCESO VELOCIDAD
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;URBANA;0;1;1;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
FEBRERO;DOMINGO;GUAYAS;MILAGRO;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;1;0;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;TUNGURAHUA;AMBATO;PNE;SI;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;GUAYAS;NOBOL;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;1;0;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;EL ORO;MACHALA;MMC;SI;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
FEBRERO;DOMINGO;GUAYAS;MILAGRO;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;MANABÍ;MONTECRISTI;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;URBANA;0;1;1;CHOQUES;EXCESO VELOCIDAD
FEBRERO;DOMINGO;AZUAY;CAMILO PONCE ENRIQUEZ;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;1;1;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;BOLÍVAR;GUARANDA;PNE;SI;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;AZUAY;SANTA ISABEL;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;EL ORO;MACHALA;MMC;SI;URBANA;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;ESMERALDAS;ESMERALDAS;MES;SI;RURAL;1;2;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;TUNGURAHUA;SAN PEDRO DE PELILEO;PNE;SI;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
FEBRERO;DOMINGO;LOS RÍOS;MONTALVO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;URBANA;0;3;3;CHOQUES;EXCESO VELOCIDAD
FEBRERO;DOMINGO;GUAYAS;EL EMPALME;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;URBANA;1;0;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;URBANA;0;2;2;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
FEBRERO;DOMINGO;EL ORO;MACHALA;MMC;SI;URBANA;0;2;2;CHOQUES;IMPRUDENCIA  DEL PEATÓN
FEBRERO;DOMINGO;GUAYAS;DAULE;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;4;4;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;LOS RÍOS;QUEVEDO;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;MSD;SI;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
FEBRERO;DOMINGO;TUNGURAHUA;AMBATO;MAM;SI;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;EL ORO;MACHALA;MMC;SI;URBANA;0;2;2;CHOQUES;EXCESO VELOCIDAD
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;3;3;CHOQUES;EMBRIAGUEZ O DROGA
FEBRERO;DOMINGO;ESMERALDAS;QUININDE;PNE;SI;URBANA;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;MANABÍ;SUCRE;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;IMBABURA;ANTONIO ANTE;MEP;SI;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;MSD;SI;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
FEBRERO;DOMINGO;LOS RÍOS;VALENCIA;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;1;1;OTROS;OTRAS CAUSAS
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;2;2;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;EL ORO;MACHALA;MMC;SI;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
FEBRERO;DOMINGO;GUAYAS;LOMAS DE SARGENTILLO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;1;0;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;ZAMORA CHINCHIPE;EL PANGUI;PNE;SI;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;CHIMBORAZO;GUANO;PNE;SI;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;PICHINCHA;MEJIA;PNE;SI;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;RURAL;0;1;1;ATROPELLOS;FACTORES CLIMÁTICOS
FEBRERO;DOMINGO;AZUAY;CUENCA;MCU;SI;URBANA;0;0;0;CHOQUES;EXCESO VELOCIDAD
FEBRERO;DOMINGO;ESMERALDAS;ESMERALDAS;MES;SI;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;SANTA ELENA;SANTA ELENA;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;GUAYAS;EL TRIUNFO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;CAÑAR;DELEG;PNE;SI;RURAL;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
FEBRERO;DOMINGO;GUAYAS;EL TRIUNFO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;LOS RÍOS;VINCES;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;RURAL;0;1;1;CHOQUES;EXCESO VELOCIDAD
FEBRERO;DOMINGO;AZUAY;GIRON;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;LOS RÍOS;VINCES;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;AZUAY;SANTA ISABEL;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;1;1;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;DOMINGO;CHIMBORAZO;RIOBAMBA;PNE;SI;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;TUNGURAHUA;TISALEO;PNE;SI;RURAL;0;3;3;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;1;1;ROZAMIENTOS;EMBRIAGUEZ O DROGA
FEBRERO;DOMINGO;SANTA ELENA;SANTA ELENA;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
FEBRERO;DOMINGO;AZUAY;CUENCA;MCU;SI;RURAL;0;1;1;ATROPELLOS;EMBRIAGUEZ O DROGA
FEBRERO;DOMINGO;LOS RÍOS;MONTALVO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;1;0;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
FEBRERO;DOMINGO;AZUAY;SANTA ISABEL;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;PICHINCHA;QUITO;PNE;SI;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;PICHINCHA;QUITO;DMQ;SI;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
FEBRERO;DOMINGO;TUNGURAHUA;AMBATO;PNE;SI;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;DOMINGO;AZUAY;GIRON;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;LUNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;1;0;1;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
FEBRERO;LUNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
FEBRERO;LUNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
FEBRERO;LUNES;PICHINCHA;QUITO;DMQ;SI;RURAL;1;0;1;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
FEBRERO;LUNES;LOJA;LOJA;MLO;SI;URBANA;0;1;1;OTROS;EXCESO VELOCIDAD
FEBRERO;LUNES;EL ORO;MACHALA;MMC;SI;URBANA;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
FEBRERO;LUNES;EL ORO;MACHALA;MMC;SI;URBANA;0;0;0;ROZAMIENTOS;EXCESO VELOCIDAD
FEBRERO;LUNES;ESMERALDAS;ESMERALDAS;MES;SI;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;LUNES;TUNGURAHUA;SAN PEDRO DE PELILEO;PNE;SI;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;LUNES;LOS RÍOS;BUENA FE;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;LUNES;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;MSD;SI;URBANA;0;0;0;ESTRELLAMIENTOS;DAÑOS MECÁNICOS
FEBRERO;LUNES;PICHINCHA;QUITO;DMQ;SI;URBANA;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;LUNES;EL ORO;MACHALA;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;LUNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
FEBRERO;LUNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;LUNES;SANTA ELENA;SALINAS;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;LUNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;LUNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;2;2;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
FEBRERO;LUNES;PICHINCHA;QUITO;DMQ;SI;URBANA;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;LUNES;SANTA ELENA;SALINAS;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;LUNES;SANTA ELENA;SANTA ELENA;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;LUNES;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;MSD;SI;URBANA;0;0;0;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
FEBRERO;LUNES;LOJA;LOJA;MLO;SI;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;LUNES;LOS RÍOS;VENTANAS;Comisión de Tránsito del Ecuador - CTE;SI;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;LUNES;GUAYAS;GUAYAQUIL;Autoridad de Tránsito Municipal - ATM;SI;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
FEBRERO;LUNES;GUAYAS;PEDRO CARBO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
FEBRERO;LUNES;CHIMBORAZO;CHAMBO;PNE;SI;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;LUNES;MANABÍ;ROCAFUERTE;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;LUNES;GUAYAS;SAN JACINTO DE YAGUACHI;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;LUNES;GUAYAS;GUAYAQUIL;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;3;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;LUNES;SANTA ELENA;SANTA ELENA;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;3;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;LUNES;GUAYAS;NARANJITO;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
FEBRERO;LUNES;GUAYAS;GUAYAQUIL;Comisión de Tránsito del Ecuador - CTE;SI;RURAL;1;0;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
